idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
conf/vldb/ReuterCGSW95,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.673318,56,18639,56_18639
conf/vldb/GoyalHSS95,2w2qkhr3k3kJ,57,3397,57_3397
conf/vldb/GoyalHSS95,2sGH4SLcdL4J,57,13763,57_13763
conf/vldb/BestavrosB95,lGyhpsPV6ogJ,59,39873,59_39873
conf/vldb/WuYCT95,A5s_U6Ixg3EJ,62,26453,62_26453
conf/vldb/MogiK95,39DBh8H18iEJ,63,22768,63_22768
conf/vldb/JonscherD94,1R21hO7j9sQJ,66,36505,66_36505
journals/sigmod/YaoG02,ARLe7W8EvDoJ,67,14320,67_14320
conf/vldb/Galindo-LegariaPK94,47fE4F2kahEJ,70,7803,70_7803
conf/vldb/WienerN94,PrUWsoySLGcJ,72,37719,72_37719
conf/vldb/NgH94,YMluKoJrxMcJ,73,53617,73_53617
journals/sigmod/Neven02,xAXF0HSF4h8J,74,12937,74_12937
conf/vldb/BrownCC94,oayI0FKl-nQJ,76,25690,76_25690
conf/vldb/OuzzaniAB94,CgoUJ7DogcwJ,80,56168,80_56168
conf/vldb/FrohnLU94,xpreqF8k7N4J,81,25609,81_25609
conf/vldb/KemperK94,qUfWV4VVxegJ,87,48632,87_48632
journals/sigmod/LightstoneLZ02,7TYVQTwq9FIJ,92,15950,92_15950
conf/vldb/BaralisW94,q-td2YANr18J,94,7258,94_7258
conf/vldb/AgrawalS94,P0age7qyZacJ,96,7823,96_7823
conf/vldb/HaberIL95,UM1ZozyrJnIJ,98,13709,98_13709
conf/vldb/EvangelidisLS95,EbGZKQPyH_4J,102,21911,102_21911
conf/vldb/KalusD95,r1xwwqWr2K0J,104,15549,104_15549
journals/sigmod/FininJ02,rg8576nvnkUJ,106,53955,106_53955
conf/vldb/Brin95,dXegp-RmzXEJ,108,29303,108_29303
journals/sigmod/AnyanwuS02,LoDGuFLlvsAJ,111,6002,111_6002
conf/vldb/SistlaYLL95,HtTNmhCJY-oJ,112,13852,112_13852
conf/vldb/Meier95,C_lenwvj88AJ,114,39083,114_39083
conf/vldb/Vaskevitch95,s6Ax0WdZp6IJ,117,60634,117_60634
journals/sigmod/HuangKL02,yyUMt1X2WXcJ,119,23180,119_23180
conf/vldb/CatozziR95,8ftKLh07LM0J,121,17415,121_17415
journals/sigmod/Grohe02,jzwiskpRLOUJ,123,13572,123_13572
conf/vldb/Fecteau95,LhjvKpDcJKUJ,124,7407,124_7407
journals/sigmod/RoantreeS02,xfrOR_G4_UoJ,125,16586,125_16586
conf/vldb/Hallmark95,xTKZ6OuegIEJ,126,29458,126_29458
conf/vldb/Spintzik95,QcD01ZjsNcIJ,127,22159,127_22159
conf/vldb/AmielBDS94,1fKcOU28PAEJ,129,29103,129_29103
conf/vldb/AmielBDS94,hBak02oe1GMJ,129,36719,129_36719
journals/sigmod/Suciu01,_vOvQUzSV-gJ,131,11737,131_11737
conf/vldb/ColletCS94,uMutI8spj1QJ,132,41813,132_41813
journals/sigmod/Fankhauser01,_sltXCfRKhYJ,133,59684,133_59684
conf/vldb/LevyMS94,l-QHiSxClXcJ,136,16062,136_16062
journals/sigmod/Lomet01,fI5o4MfWwzIJ,137,24660,137_24660
conf/vldb/HasanM94,JW7LRQwx_goJ,138,50111,138_50111
conf/vldb/MohaniaS94,JORYEDHKYSMJ,140,58481,140_58481
conf/vldb/LiC94,O0rvK0GFmBEJ,141,14805,141_14805
journals/sigmod/ChienTZ01,cjBpI3TcSWsJ,142,369,142_369
conf/vldb/IdrisGC94,Xf7TnMxlGTkJ,143,24167,143_24167
conf/vldb/FerrandinaMZ94,yQ2TMZ92GaIJ,146,36342,146_36342
conf/vldb/SetzerZ94,1tmW1mOCZqIJ,150,44664,150_44664
conf/vldb/GehaniJR94,MxYiwR2f9UYJ,151,40341,151_40341
conf/vldb/KilgerM94,OzgnxugGCWMJ,154,29910,154_29910
conf/vldb/HoelS94,Id1cvsQURBAJ,157,16245,157_16245
journals/sigmod/EisenbergM01,GKUflKzgAVEJ,158,62559,158_62559
conf/vldb/BrinkhoffK94,egvBPvtoaMMJ,160,28780,160_28780
conf/vldb/MuntzR94,o9DfGI9zsloJ,162,9744,162_9744
conf/vldb/ChakravarthyKAK94,L9eva_gsxrIJ,166,45469,166_45469
conf/vldb/Chiueh94,nOF-SuSEaaEJ,170,15513,170_15513
conf/vldb/DeWittKLPY94,cehAAlTq4s8J,171,48997,171_48997
journals/sigmod/ShethMKA01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604286%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,172,32201,172_32201
conf/vldb/ShatdalKN94,27-P8X0mjfcJ,175,22119,175_22119
conf/vldb/LevySSZ94,MtScC-fTWCEJ,177,31762,177_31762
journals/sigmod/BabuW01,KJ26gUP0PyIJ,178,29774,178_29774
journals/sigmod/Huyn01,KNYDz76C_HsJ,179,40404,179_40404
conf/vldb/CochinwalaB94,Bp69wMYw9DAJ,181,63304,181_63304
conf/vldb/BernsteinD94,rNNtyNCgHLoJ,183,60497,183_60497
journals/sigmod/Aberer01,url:http://portal.acm.org/citation.cfm%3Fid%3D603867.603869%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,184,59822,184_59822
conf/vldb/IyerW94,5smJVUm1KAYJ,185,50975,185_50975
conf/vldb/RosenthalS94,NFUWsBXtCncJ,190,17439,190_17439
journals/sigmod/LabrinidisM01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D603886%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,191,40928,191_40928
conf/vldb/Lesk94,nL5wl20jB-kJ,192,13723,192_13723
conf/vldb/Bernstein94,TqLyg1wbo5UJ,193,26597,193_26597
journals/sigmod/StolfoLCFE01,lvIPWxkN4YAJ,195,18711,195_18711
conf/sigmod/WangJLY03,EQsWWZdE45wJ,200,46951,200_46951
conf/vldb/YanA94,8j5i7YJQnNAJ,203,9764,203_9764
journals/sigmod/Cardelli01,UYAoi4DYOXUJ,204,8157,204_8157
conf/vldb/Spaccapietra94,ZpVzTb1a7VoJ,206,17665,206_17665
conf/vldb/ZemankovaI94,Y1ZxtWV-qeUJ,208,20027,208_20027
journals/sigmod/LeeF01,oUisL_YUScYJ,209,35952,209_35952
conf/sigmod/FaginKS03,tQZWeE_nsa0J,210,33685,210_33685
journals/sigmod/SayginVC01,Tp9iVMsAzocJ,211,39923,211_39923
conf/sigmod/ChaudhuriGS03,OFGtGwUHhUQJ,213,11069,213_11069
journals/sigmod/VelACM01,LseDURw3BXMJ,214,61495,214_61495
conf/sigmod/BabcockBDM03,a2wqpKma5J4J,220,1120,220_1120
conf/sigmod/BenediktCFFR03,T5ZdpquqfJ0J,222,27356,222_27356
journals/sigmod/TianDCZ02,JceK-ywXk8UJ,226,36892,226_36892
conf/vldb/ChaudhuriS94,bd-Lu1jeg-AJ,228,58946,228_58946
conf/vldb/MatthesS94,KRLEL-N4Ce8J,229,18637,229_18637
journals/sigmod/SommerGB02,8l5_eKZcCh8J,230,810,230_810
journals/sigmod/Cingil02,2K6rhX16hXwJ,231,14374,231_14374
conf/vldb/DavisonG94,fN8wW3Y4FJkJ,232,9033,232_9033
journals/sigmod/QuixSJ02,BrO3XOrt66MJ,233,47737,233_47737
conf/vldb/GaasterlandL94,oIFrkS2rPrcJ,235,54260,235_54260
journals/sigmod/Bussler02,Phcd3C1cfLcJ,238,52792,238_52792
journals/sigmod/BallMRZ02,Mfc9xsb7BuQJ,239,63576,239_63576
conf/vldb/ChawatheCY94,VPwP1w9wvhEJ,240,45051,240_45051
conf/vldb/SistlaYH94,FT4Sfn-Z7GUJ,242,4516,242_4516
conf/vldb/LuOT94,ZFXYXT4yEcAJ,244,38211,244_38211
conf/vldb/HjelsvoldM94,eyNcyx9rcFwJ,245,23484,245_23484
journals/sigmod/Stonebraker02,0HMk-YUh4i8J,246,26,246_26
journals/sigmod/Suciu02,Ikk1rb4o66UJ,248,13104,248_13104
conf/vldb/NgY94,1O-Uy922LQUJ,250,51927,250_51927
conf/vldb/XieH94,7P8_zVPEW64J,253,28454,253_28454
journals/sigmod/Snodgrass02,_qopgNiYmXQJ,256,22558,256_22558
journals/sigmod/VassiliadisS99,eGARASwVBrUJ,257,25081,257_25081
journals/sigmod/JacobS99,3-iiSyJLwLkJ,259,50528,259_50528
journals/sigmod/KempsterST99,JfmkT9KvKWoJ,262,2647,262_2647
journals/sigmod/GatziuJSV99,HtqrJuo7GSsJ,264,29992,264_29992
conf/sigmod/WangPFY03,jpNXw9L7pxgJ,265,31771,265_31771
journals/sigmod/EisenbergM00,4mD1eFCHKKwJ,268,24355,268_24355
conf/sigmod/SchleimerWA03,nCRFjDfhOmcJ,272,10767,272_10767
conf/sigmod/Ullman03,TabFkjNTLMsJ,281,38039,281_38039
journals/sigmod/BonifatiC00,XCdMiXLp41IJ,282,22936,282_22936
journals/sigmod/LiefkeS00,N0eowMtIAukJ,283,6852,283_6852
journals/sigmod/Vassilakis00,nZO8ZA4eYzYJ,285,12967,285_12967
conf/sigmod/Mamoulis03,8-eaDTdtfY4J,286,56525,286_56525
journals/sigmod/PourabbasR00,3y6y5AXu-j0J,287,62295,287_62295
conf/sigmod/ChengKP03,kSt-Pqp2ilYJ,289,53505,289_53505
conf/sigmod/OlstonJW03,D1h_jOHVyA4J,291,30276,291_30276
journals/sigmod/Palpanas00,MGG31wuhuUIJ,293,35073,293_35073
conf/sigmod/BabcockCD03,mbhZ3gSR3NMJ,296,56874,296_56874
journals/sigmod/WestmannKHM00,9jyzas_rFd4J,298,51865,298_51865
journals/sigmod/VetterliVS00,h7RBOvmQHhEJ,300,26469,300_26469
journals/sigmod/WuY00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D362096%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,306,24409,306_24409
journals/sigmod/ArpinarD00,YQQMvRraFBwJ,307,2496,307_2496
conf/sigmod/ReissK03,L1m30vG-d5sJ,309,17059,309_17059
conf/sigmod/PapadiasTFS03,MkRJhOROQjsJ,317,5601,317_5601
conf/sigmod/CuiOTS03,qx5oR09jmMwJ,320,19975,320_19975
journals/sigmod/LeeC00,Knzz_bkGA00J,323,43006,323_43006
journals/sigmod/Halevy00,czgyMu7SHcgJ,337,53325,337_53325
journals/sigmod/RashidS00,e0GH54HirssJ,339,44136,339_44136
conf/sigmod/ChaudhuriKN03,ES6QyfgebIcJ,341,37781,341_37781
journals/sigmod/Jhingran00,lrGge6mTVckJ,342,16669,342_16669
conf/sigmod/KimC03,BWV2Oys1VXsJ,344,33084,344_33084
conf/sigmod/GangulyGR03,Di-EjDZ_abYJ,353,17022,353_17022
journals/sigmod/YuenCLL00,Ip82P4QfKyEJ,355,31360,355_31360
conf/sigmod/ChaudhuriGGM03,H5IdN0_MQw4J,356,37106,356_37106
conf/sigmod/KementsietsidisAM03,vO7aBWspoyMJ,357,3194,357_3194
conf/sigmod/KementsietsidisAM03,uCU2G94_fOIJ,357,45282,357_45282
conf/sigmod/StoltePAG03,9WTNlminW6AJ,359,5547,359_5547
conf/sigmod/GuptaS03,6ditJPVnXAQJ,361,35223,361_35223
conf/sigmod/PengC03,-2JURbcl_AwJ,364,32176,364_32176
conf/sigmod/MaddenFHH03,qz24tfFNHuoJ,368,21321,368_21321
journals/sigmod/BertinoEH01,Rba70P6SqQYJ,370,33915,370_33915
journals/sigmod/FengJH01,SUT-QTwqFNkJ,372,57526,372_57526
conf/sigmod/Dyreson03,l7KC1qG6OGEJ,373,1430,373_1430
conf/sigmod/ZhuS03,hIGjgc6mx0cJ,376,11354,376_11354
conf/sigmod/MelnikRB03,wfjeWtEY2NcJ,378,22343,378_22343
conf/sigmod/KangN03,ABztkd0E9lUJ,379,33713,379_33713
journals/sigmod/Aggarwal01,OE8gpNwz8MkJ,380,19867,380_19867
journals/sigmod/PuSW01,nkW4iN6JqfAJ,384,33212,384_33212
journals/sigmod/MeltzerC98,77mq-gn4LiAJ,390,35294,390_35294
journals/sigmod/BichlerSZ98,fQNdA5cjapAJ,392,21996,392_21996
journals/sigmod/EisenbergM98a,AatoNnELw78J,396,39144,396_39144
journals/sigmod/Ritter98,mzqmEYGGT_IJ,397,44153,397_44153
conf/sigmod/OlstonW02,pBKI-JCAlcIJ,398,2288,398_2288
journals/sigmod/BollKB98,IBg3vuolFUwJ,402,44721,402_44721
journals/sigmod/ReichB98,HzOZXA_VJk8J,403,32708,403_32708
journals/sigmod/JenningsNF98,YiZVv5kVDb4J,406,49414,406_49414
conf/sigmod/KornMZ03,6VAQeD6muakJ,413,842,413_842
conf/sigmod/SengarH03,7Mtanhr8EKoJ,416,49339,416_49339
journals/sigmod/ShethBS99,uTsHgv9-zdUJ,418,8078,418_8078
conf/sigmod/ZhuSZ03,7VSlB0yIt3YJ,420,46489,420_46489
journals/sigmod/RoantreeMH99,JJK6WGPyubgJ,424,52448,424_52448
journals/sigmod/Danish98,mKZyoPZArGcJ,427,44894,427_44894
conf/sigmod/DeshpandeNGS03a,sfB17Fi4MZsJ,430,45192,430_45192
journals/sigmod/EisenbergM99,Z1P9QnSfDuAJ,431,27118,431_27118
journals/sigmod/Mackay99,tzUxfh8dD9sJ,433,46619,433_46619
journals/sigmod/OukselS99,YeVWiZOxB9IJ,439,57518,439_57518
conf/sigmod/AgichteinG03,url:http://portal.acm.org/citation.cfm%3Fid%3D872851,440,19088,440_19088
conf/sigmod/LiuFP03,5BY1upUmSTUJ,443,26454,443_26454
journals/sigmod/Gal99,mOsVdVKwhjwJ,444,27173,444_27173
journals/sigmod/Hampapur99,I-r1LE1najAJ,448,7533,448_7533
conf/sigmod/ShashaB02,url:http://portal.acm.org/citation.cfm%3Fid%3D564691.564798%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D564691%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,449,64007,449_64007
journals/sigmod/SycaraKWL99,YgouJdrCoZQJ,450,19730,450_19730
journals/sigmod/PapazoglouH99,WbsAK4ZE17YJ,452,27649,452_27649
journals/sigmod/SouzaS99,lSJVvYYknn0J,453,32559,453_32559
conf/sigmod/ViglasN02,2aeb_pBP7lcJ,454,18746,454_18746
journals/sigmod/FowlerPNB99,Mo-tkboGfcoJ,456,9059,456_9059
journals/sigmod/KuanL99,lkrtCULVA6oJ,457,59599,457_59599
conf/sigmod/HinneburgKW02,VWd7jhLXfV0J,458,56738,458_56738
journals/sigmod/CeriFP99,zCbDZVfxWhAJ,459,45995,459_45995
conf/sigmod/Bonnet02,bqyt1789jJ8J,462,6026,462_6026
journals/sigmod/DomenigD99,S6TMGRGUq1IJ,467,15222,467_15222
conf/sigmod/MaddenH02,NXakCefUcdUJ,468,57438,468_57438
conf/sigmod/AgrawalCD02,iABZEL2Zoz8J,469,38382,469_38382
conf/sigmod/RaoZML02,7Ucs6vmjHN0J,488,11308,488_11308
conf/sigmod/Aggarwal02,tK1_3wGUIHsJ,490,49892,490_49892
journals/sigmod/RosenthalS99,c6lzPzSWbKAJ,491,27007,491_27007
journals/sigmod/RamDD99,uA-E1lBgLe0J,493,38769,493_38769
journals/sigmod/PapianiWDN99,HxmnEeCigX8J,495,59280,495_59280
conf/sigmod/MoonWH02,rlfxeE4k2p4J,498,18119,498_18119
journals/sigmod/HansonN99,b5uRDGKYrcMJ,500,17490,500_17490
journals/sigmod/Libkin99,zSO1Y5W7WkwJ,501,31189,501_31189
conf/sigmod/BrunoC02,KAf2DUUVabIJ,505,29630,505_29630
conf/sigmod/BrunoC02,Gz0uaD8l3T4J,505,43876,505_43876
journals/sigmod/Abiteboul99,J_7kZS39msAJ,506,62245,506_62245
conf/sigmod/Ramanan02,VGe-IBWyMm4J,507,59315,507_59315
conf/sigmod/VriesMNK02,dVn0Led5JLAJ,509,18427,509_18427
journals/sigmod/MusickC99,mA4kKq9Z3tYJ,510,10204,510_10204
conf/sigmod/GaoW02,PZTESZecfnQJ,511,46903,511_46903
journals/sigmod/EisenbergM99a,e3s4OFTeBqwJ,512,2107,512_2107
journals/sigmod/McHughW97,dAnyGPqToQEJ,514,21834,514_21834
journals/sigmod/AtzeniMM97,Hdq-Mlh3fcMJ,515,12869,515_12869
conf/sigmod/DobraGGR02,v7A9Otp7OjsJ,516,57628,516_57628
journals/sigmod/NestorovAM97,NVS_rDpScp0J,520,50884,520_50884
journals/sigmod/NadoH97,yN9f4dSKC9QJ,523,18622,523_18622
journals/sigmod/AshishK97,rWfbcLnj7_YJ,525,35583,525_35583
conf/sigmod/DasuJMS02,POt1WbTBB4cJ,530,9640,530_9640
journals/sigmod/GrayG97,fFCqy9V5XNgJ,531,3293,531_3293
journals/sigmod/DadamK97,9Ai_9dZChG4J,535,16198,535_16198
conf/sigmod/TaoP02,fDWfHiQ6BR4J,537,25812,537_25812
conf/sigmod/PolyzotisG02,obfTDYVJb4gJ,541,37953,541_37953
conf/sigmod/PolyzotisG02,krAZ7iDMEOQJ,541,42687,541_42687
journals/sigmod/GuptaHR97,YSgaDQ95dfEJ,543,7998,543_7998
conf/sigmod/YangWYH02,xsaovu54vl4J,546,62330,546_62330
conf/sigmod/ChoiC02,D8a4umAppIcJ,548,37987,548_37987
journals/sigmod/ClementLGMK97,J7Y20fYLGbcJ,549,39486,549_39486
journals/sigmod/HadzilacosT97,a8YsBAmwFjoJ,555,62875,555_62875
journals/sigmod/JukicV97,yZbJS0Cd6cAJ,558,50164,558_50164
journals/sigmod/SilberschatzZ97,7ne6Kriy0mEJ,559,7562,559_7562
journals/sigmod/Fong97,rgJU30QjbhkJ,562,1034,562_1034
journals/sigmod/RamanathanH97,EID4UO0Kv04J,563,18907,563_18907
journals/sigmod/ChaudhuriD97,zlbJ-7JZdP0J,566,48833,566_48833
conf/sigmod/TheobaldW02,w5_HkketH-wJ,569,18324,569_18324
journals/sigmod/McHughAGQW97,FUXcNB3HHi4J,570,43470,570_43470
journals/sigmod/FrewD97,5jMT1PENhSIJ,574,7924,574_7924
conf/sigmod/ChenRW02,05ShsIGjnKkJ,575,34728,575_34728
conf/sigmod/RundensteinerWYD02,7MfXAAdBQ2EJ,577,2592,577_2592
conf/sigmod/LuWYBLY02,JKQ1qE-naxQJ,579,54144,579_54144
journals/sigmod/ChangGKRS98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290607%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,581,53127,581_53127
journals/sigmod/FlorescuLM98,23GbcclZy6gJ,584,17296,584_17296
journals/sigmod/FlorescuLM98,_SR_pRTnA6IJ,584,29830,584_29830
journals/sigmod/KeetonPH98,6MtRlhEClPEJ,585,37298,585_37298
journals/sigmod/KeetonPH98,9xH94cKF-CYJ,585,63583,585_63583
journals/sigmod/Lomet98,xLM0YVcccUgJ,588,6108,588_6108
journals/sigmod/GriffinK98,Qvl2bcDAyqEJ,589,13297,589_13297
journals/sigmod/TsotrasJS98,nZqTcLNZzQoJ,594,19228,594_19228
journals/sigmod/TsotrasJS98,f3-E7x12K4gJ,594,31831,594_31831
journals/sigmod/BurtonM98,LOXd8JPfhpwJ,595,11440,595_11440
conf/sigmod/ChaudhuriDN01,qfohkpyTawoJ,597,52570,597_52570
conf/sigmod/SlivinskasJS01,oAVbM_vepr8J,599,60994,599_60994
journals/sigmod/KappelR98,tbZ0J3HLI18J,604,32502,604_32502
conf/sigmod/LeeWMS01,OFXL5KsJiWcJ,610,10869,610_10869
conf/sigmod/HanPLJ01,H_tzR6yoJLEJ,611,31388,611_31388
journals/sigmod/Seshadri98,_nIg_hi8PAAJ,614,63668,614_63668
journals/sigmod/Roussopoulos98,GfjHZswtM0EJ,615,55314,615_55314
conf/sigmod/CandanLLHA01,efYVCK07AwMJ,619,63354,619_63354
conf/sigmod/YanMHF01,8hRWaIVZ2ykJ,624,45610,624_45610
journals/sigmod/Han98,Y0GdVVrbzfQJ,625,30666,625_30666
conf/sigmod/HanPDW01,ue3gCyIirokJ,626,51606,626_51606
journals/sigmod/Rosenthal98,ZMMeRrWUlOoJ,629,39499,629_39499
conf/sigmod/BorkarDS01,8zFEVer1rBUJ,630,21607,630_21607
journals/sigmod/Bernstein98,AYEI8XDoY9wJ,632,2882,632_2882
journals/sigmod/KoksalAD98,enYoi4XT7n0J,633,57867,633_57867
conf/sigmod/OlstonWL01,I_YprPVQ45QJ,634,54299,634_54299
journals/sigmod/Manola98,VIjfH9f94xkJ,635,52686,635_52686
conf/sigmod/GodfreyGXZ01,LNnvt5TpBhkJ,638,17907,638_17907
journals/sigmod/ChangASS98,CPzROuDNZqgJ,640,63016,640_63016
journals/sigmod/BrunieK96,spI2g7jFHuYJ,643,52538,643_52538
conf/sigmod/LangS01,FFQc9XpGFRsJ,647,38478,647_38478
journals/sigmod/NormanZT96,rPFgPOAANuQJ,648,21678,648_21678
conf/sigmod/Meseck01,hWiIngXs5I0J,650,56182,650_56182
journals/sigmod/HasanFV96,m2CCumFeAWgJ,652,43259,652_43259
journals/sigmod/Dogac96,url:http://portal.acm.org/citation.cfm%3Fid%3D234889.234900%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,654,45732,654_45732
conf/sigmod/ShahC01,2wGOv6yh4yIJ,655,6248,655_6248
journals/sigmod/BilirisP96,fu9j50Kk4Y4J,656,1397,656_1397
journals/sigmod/Colliat96,FP-ribG9oVsJ,659,29173,659_29173
conf/sigmod/Larson01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375792%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,660,19516,660_19516
journals/sigmod/Qian96a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D234903%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,663,46783,663_46783
conf/sigmod/GoldsteinL01,dxvwQEOjBJQJ,664,31843,664_31843
conf/sigmod/GoldsteinL01,xufwWHmOf6IJ,664,31971,664_31971
conf/sigmod/ShouCTRH01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375755%26type%3Dpdf%26dl%3DGUIDE%26dl%3DGUIDE%26CFID%3D11111111%26CFTOKEN%3D2222222,666,59035,666_59035
conf/sigmod/MistryRSR01,r62IMncHe0IJ,669,56345,669_56345
journals/sigmod/LinP96,mzEHvKsUv5QJ,671,39748,671_39748
conf/sigmod/GionisGK01,cy_Fe935WMAJ,672,64144,672_64144
journals/sigmod/SilberschatzSU96,3nXBlVy0-HUJ,674,31383,674_31383
journals/sigmod/SilberschatzSU96,_ZsI_bVIJMwJ,674,42509,674_42509
journals/sigmod/PhatakSSS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381897%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,676,30709,676_30709
conf/sigmod/BertinoCF01,JSzfxAgs4pgJ,679,38047,679_38047
conf/sigmod/BabuGR01,zQCRmiH6jo4J,682,19495,682_19495
journals/sigmod/SonDT96,62uEWBKYqgoJ,683,61843,683_61843
journals/sigmod/AdelbergKG96,GfiQygac5twJ,685,55397,685_55397
conf/sigmod/GreenwaldK01,8but_7FuryIJ,686,49552,686_49552
conf/sigmod/DraperHW01,sURGDemFSsUJ,687,52942,687_52942
conf/sigmod/Galindo-LegariaJ01,BSlaDX5r0HQJ,689,21813,689_21813
conf/sigmod/DeshpandeGR01,knAoAIpo7hYJ,691,23234,691_23234
journals/sigmod/Baeza-YatesN96,1avO1fqtQ6QJ,692,54210,692_54210
journals/sigmod/FreemanG96,Em3qp7RGalkJ,693,52067,693_52067
journals/sigmod/FreemanG96,RzHjAQK7XTsJ,693,55441,693_55441
conf/sigmod/LazaridisM01,IvMJ4bK708kJ,694,38108,694_38108
journals/sigmod/Wade96,AYtrcxExrbkJ,695,13312,695_13312
conf/sigmod/BrunoCG01,8KJ9XFv1ESAJ,696,50970,696_50970
journals/sigmod/UrbanDG96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381892%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,697,7529,697_7529
conf/sigmod/Mohan01,IGS3TtqfKUgJ,698,46005,698_46005
